taskId,answer
666876659#666876654,1
675096867#675096872,1
704833210#704833212,1
725241895#725241890,1
730827247#730827243,1
703484093#703484074,1
725871975#725871979,1
725853421#725853415,1
658438178#658438181,1
715471390#715471393,1
727257352#727257342,1
722479769#722479768,1
728890592#728890591,1
720159215#720159214,1
675486988#675486992,1
691810461#691810455,1
695046237#695046229,1
696013703#696013692,1
725781213#725781205,1
715944108#715944100,1
727088227#727088231,1
726862078#726862072,1
725740949#725740938,1
642145665#642145666,1
723401227#723401221,1
658832761#658832762,1
729314614#729314604,1
722457357#722457348,1
684740978#684740980,1
720836281#720836278,1
661807992#661807985,1
725480878#725480886,1
648163313#648163315,1
715948545#715948546,1
663818218#663818220,0
670103181#670103184,1
725384558#725384559,1
546304730#546304731,1
728674473#728674474,1
733349988#733350001,1
713385651#713385656,1
734355676#734355681,1
707291911#707291912,1
709512482#709512483,1
707304683#707304693,1
730609200#730609205,1
726241175#726241177,1
731351443#731351449,1
710220405#710220407,1
723511217#723511218,1
729351528#729351529,1
680721911#680721912,1
638280094#638280111,1
710785485#710785486,1
730992204#730992205,1
716223285#716223287,1
691662370#691662375,1
731892765#731892766,1
720685055#720685059,1
716236959#716236963,1
728919510#728919513,1
726257332#726257333,1
683996696#683996697,1
727523933#727523938,1
622483385#622483389,1
719709480#719709484,1
730977475#730977477,1
715700179#715700180,1
726711283#726711284,1
680778063#680778065,1
717116298#717116300,1
662559542#662559545,1
667906195#667906197,1
705662985#705662989,1
709766290#709766293,1
729349282#729349283,1
716886039#716886040,1
650308691#650308692,1
730480911#730480913,1
728538228#728538238,1
728688172#728688175,1
455100839#455100840,1
727784795#727784799,1
620551244#620551250,1
725702867#725702868,1
721309247#721309249,1
689353209#689353211,1
732686005#732686006,1
706713171#706713173,1
732652814#732652817,1
702772597#702772603,1
733778667#733778668,1
656178162#656178165,1
727200684#727200690,1
719405405#719405408,1
733963486#733963490,1
726656673#726656674,1
733194541#733194542,1
716139417#716139429,1
731406081#731406083,1
729522626#729522631,0
731928633#731928634,1
730401915#730401917,1
691721650#691721652,1
731886492#731886496,1
729370620#729370632,1
733630467#733630472,1
648990335#648990337,1
694487395#694487401,1
678831906#678831912,1
720526751#720526756,1
732034056#732034057,1
728628423#728628425,1
727149036#727149042,0
730655076#730655084,1
734459684#734459689,1
713950408#713950415,1
708277814#708277817,1
728917233#728917237,1
716683717#716683722,1
720299403#720299406,1
703247878#703247879,1
726450337#726450338,1
687402556#687402557,1
732672118#732672121,1
725061328#725061329,1
642382534#642382535,1
726607856#726607862,1
696299484#696299488,1
730743071#730743073,1
727539347#727539348,1
713247287#713247290,1
561165922#561165924,1
734033204#734033206,1
651197825#651197834,1
692570351#692570352,1
730241012#730241015,1
726866388#726866393,1
728228722#728228725,1
725824713#725824714,1
695776812#695776815,1
672058220#691004592,1
705220352#705220353,1
733106268#733106269,1
631247668#631247673,1
567173152#567173153,1
732376672#732376680,1
731807946#731807950,1
684711350#684711352,1
722741582#722741583,1
713347675#713347678,1
729505758#729505766,1
648469511#648469512,0
729734260#729734264,1
725978693#725978696,1
686837930#686837932,1
561277235#561277236,0
730933456#730933460,1
727065408#727065410,1
685695696#685695698,1
707312626#707312630,1
727806979#727806990,1
730979021#730979028,1
685439794#685439795,1
644494980#644494981,1
715768873#715768874,1
729576725#729576726,1
731941655#731941656,1
662095905#662095908,1
678547197#678547198,1
723871451#723871457,1
722063742#722063745,0
725812682#725812685,1
728253512#728253518,1
720388467#720388469,1
734676618#734676622,1
723904054#723904063,1
715176005#715176006,0
715379052#715379055,1
733367574#733367575,1
732268329#732268333,1
732482835#732482837,1
715863250#715863252,1
728698842#728698843,1
730649063#730649064,1
672288200#672288207,1
716976053#716976056,1
719268213#719268216,1
705322456#705322459,1
696221836#696221837,1
720898895#720898901,1
626523713#626523725,1
718203041#718203047,1
709005265#709005268,1
731419717#731419726,1
731766151#731766155,1
720336148#720336152,1
701533101#701533104,1
657741794#657741797,1
722467570#722467578,1
732196828#732196831,1
723675147#723675148,1
723882232#723882236,1
725989116#725989117,1
611297697#611297700,1
725833648#725833651,1
656433075#656433096,1
705123611#705123614,1
728968021#728968023,1
702314794#702314799,1
686189817#686189818,1
713912311#713912314,1
730689985#730689986,1
670514164#670514165,1
705892913#705892915,1
728931306#728931309,1
721449429#721449432,1
658783574#658783577,1
582486745#582486747,1
728988582#728988583,1
636728278#636728283,1
728402147#728402150,1
721200558#721200560,1
717056574#717056575,1
704818955#704818960,1
729648178#729648181,1
713936704#713936706,1
715841258#715841259,1
727741573#727741575,1
731468238#731468240,1
731436720#731436733,1
730519583#730519588,1
691428857#691428867,1
734338567#734338568,1
672783204#672783209,1
670043040#670043043,1
636155584#636155585,1
723742017#723742018,1
708706025#708706026,1
651257170#651257171,1
722709243#722709632,1
727394701#727394707,1
732615902#732615906,1
732673264#732673266,1
732840554#732840555,1
684746421#684746423,1
673351004#673351010,1
697403697#697403703,1
722318995#722318999,1
733219058#733219061,1
561180516#561180524,1
700103783#700103784,1
734084686#734084689,1
663733974#663733975,1
731124472#731124475,1
716039737#716039747,1
717155320#717155335,1
716866491#716866495,1
701683067#701683068,1
707480089#707480092,1
729474692#729474700,1
715540119#715540121,1
648269222#648269223,1
707573973#707573975,1
732769597#732769598,1
716275872#716275875,1
722517351#722517352,1
703088335#703088344,1
726935179#726935180,1
658714702#658714707,1
561920526#561920530,1
681289349#681289354,1
618824414#618824415,1
732601255#732601257,1
723168656#723168666,1
728932037#728932040,1
699552695#699552698,1
733594039#733594040,1
732684234#732684237,1
726036101#726036103,1
722474441#722474447,1
722346855#722346856,1
561168344#561168346,1
712392027#712392029,1
691512052#691512055,1
722402570#722435115,1
675394688#675394691,1
707051992#707051997,1
730234573#730234578,1
730401122#730401125,1
707329698#707329699,1
713448313#713448314,0
716470651#716470653,1
733698755#733698757,1
723086485#723086492,1
731393081#731393087,1
704714056#704714058,1
733483683#733483685,0
730470597#730470607,1
723334398#723334400,1
728180599#728180603,1
723600153#723600154,1
693891912#693891914,1
728122817#728122818,1
733130687#733130692,0
483855481#483855483,0
730565888#730565894,0
698777449#698777452,1
730201233#730201234,1
727240236#727240243,1
733888030#733888037,1
729077500#729077506,1
658644719#658644723,1
689722990#689722991,1
731949860#731949861,1
726453060#726453068,1
703711279#703711282,1
663266603#663266608,1
627472967#627472969,1
592897987#592897989,1
604903591#604903596,1
714772132#714772139,1
732208509#732208516,0
731102425#731102426,1
730629488#730629491,1
733506506#733506514,1
729346087#729346088,0
726259373#726259378,0
706653016#706653024,1
492550398#492550407,1
722597551#722597556,1
731203381#731203387,1
726757686#726757687,1
732343825#732343827,1
729257439#729257440,0
724921713#724921715,1
726601730#726601731,1
733709154#733709155,1
674085080#674085082,1
731395459#731395466,1
729596021#729596036,1
731501665#731501672,1
685444161#685444162,1
707728474#707728478,1
733688557#733688574,1
732275957#732275958,0
727152828#727152834,1
708583419#708583421,1
725030595#725030596,1
732460409#732460412,1
344828827#344828828,1
733597113#733597117,1
707308515#707308519,1
722149706#722149707,1
731876605#731876606,1
725388234#725388243,1
688377363#688377364,1
725824654#725824658,1
713821996#713821997,1
657514146#657514149,1
713776943#713776944,1
700897620#700897622,1
711828403#711828407,1
717702773#717702774,1
720500744#720500745,1
711732827#711732833,1
700416530#700416533,1
721581323#721581324,1
732344269#732344270,0
731139881#731139888,1
677676022#677676026,1
679993270#679993276,1
734721151#734721154,1
723679660#723679661,1
715589160#715589163,1
703277095#703277101,1
720913646#720913647,1
726238394#726238396,1
707311763#707311768,1
553455000#553455024,1
561278170#561278175,1
728328388#728328389,1
687726114#687726119,1
659356104#659356109,1
694550483#694550486,0
715125641#715125644,0
728334555#728334556,1
733538610#733538612,1
733571668#733571670,1
732279377#732279378,1
715064017#715064018,1
734333034#734333038,1
732614574#732614578,1
726999294#726999301,1
721678219#721678222,1
734197699#734197704,1
657363713#657363714,1
721892921#721892925,1
707758944#707758946,1
686339899#686339912,1
720477121#720477124,1
728982299#728982311,1
658478693#658478696,1
698927784#698927790,1
734517431#734517436,1
727325531#727325539,1
705752107#705752114,0
722310334#722310336,1
716724806#716724811,1
721184084#721184090,1
709697601#709697606,1
628746474#628746479,1
722612907#722612911,1
722118162#722118163,1
676980186#676980188,1
730517233#730517240,1
713249924#713249925,1
715548869#715548874,0
722573708#722573710,1
712627550#712627556,1
599169032#599169036,1
723032093#723032108,1
723160927#723160928,1
732786700#732786701,1
709093700#709093701,1
709958594#709958596,1
666804851#666804852,1
688420047#688420051,1
669250985#669250986,1
730942200#730942203,1
715436687#715436688,1
705767065#705767079,1
721990851#721990852,1
730855690#730855692,1
728527298#728527305,1
696200886#696200888,1
728979323#728979325,1
718669749#718669758,1
723230771#723230773,1
733368962#733368964,1
684072926#684072927,1
684222475#684222478,1
734041745#734041747,1
704693015#704693021,1
730868912#730868913,1
733279836#733279838,1
731817214#731817215,0
718283373#718283377,1
717457117#717457124,1
720539002#720539008,1
719193171#719193173,1
714732772#714732775,1
387562954#437756390,1
729940367#729940378,1
715721233#715721239,1
681446401#681446402,0
731616939#731616940,1
718262137#718262141,1
726443325#726443330,1
732747891#732747893,1
726071326#726071327,1
720902747#720902752,1
730764309#730764311,0
690759314#690759317,1
725623763#725623764,1
709892794#727929585,1
725185220#725185221,0
663260670#663260676,1
688334190#688334193,1
713190123#713190129,1
675588263#675588266,1
709965628#709965637,1
729660676#729660679,1
720241599#720241601,1
733101927#733101929,1
693603874#693603878,1
722193180#722193183,1
732555659#732555674,1
726444243#726444251,1
733957376#733957381,1
731350789#731350795,1
713492733#713492734,1
733538551#733538554,1
726035403#726035404,1
733954065#733954067,1
731028955#731028957,1
726742000#726742003,0
718097894#718097901,1
731811023#731811025,1
730440362#731327156,1
710524992#710524996,1
557346257#557346258,1
719217110#719217116,1
726144632#726144633,1
438516304#438516319,1
731262764#731262766,1
734255344#734255346,1
734386778#734386779,1
716202255#716202261,1
725407521#725407525,1
676883047#676883060,1
716901166#716901167,1
732528620#732528623,1
722148125#722148128,1
731353355#731353362,1
659391181#659391184,1
721454926#721454927,1
715232544#715232545,1
705748953#705748958,1
683667987#683667990,1
720920027#720920032,1
626999120#626999121,1
722183861#722183863,1
634830642#634830648,1
672327329#672327332,1
728929741#728929749,1
715990801#715990803,1
731526018#731526020,1
709379824#709379831,1
648640557#648640558,1
723624937#723624940,1
730370536#730370542,1
721992794#721992800,1
656681961#656681962,1
577713708#577713709,1
726621264#726621265,1
734468164#734468165,1
686738447#686738450,1
672845207#672845216,1
732582057#732582060,1
727210469#727210472,1
732469630#732469638,1
685635202#685635203,1
734505338#734505339,1
731328831#731328832,1
539357869#539357870,1
730316105#730316112,0
638647647#638647651,1
715416181#715416185,1
726674880#726674882,1
726900238#726900249,1
716882120#716882121,1
733495787#733495790,1
652243282#652243284,1
731737401#731737403,1
728598259#728598261,1
677491682#677491683,0
725763280#725763284,1
647080310#647080312,1
718163615#718163621,1
734697139#734697142,1
729472814#729702997,1
733710497#733710498,1
711949443#711949444,1
729380924#729380928,1
731296049#731296055,1
653008743#727239037,1
683858165#683858166,1
716717580#716717585,1
696134252#696134253,1
725478847#725478849,0
721543857#721543860,1
728608841#728608842,1
698695139#698695146,1
730044582#730044583,1
691509715#691509720,1
389862601#389862607,1
727951697#727951700,0
729183419#729183429,1
673163575#673163584,1
720192213#720192220,1
723154834#723154836,1
730841676#730841678,1
733602842#733602843,1
727893305#727893307,1
718087187#718087188,1
733799300#733799302,1
673083532#673083535,1
678892866#678892869,1
727547552#727547556,1
710600823#710600824,1
726987271#726987272,1
703609459#703609463,1
726310585#726310586,1
731819572#731819573,1
712184234#712184238,1
699989222#699989223,1
729797326#729797330,1
732542088#732542091,1
687015888#687015891,1
721411215#721411216,1
694510390#694510395,1
722666133#722666135,1
723553331#723553335,1
730359031#730359032,1
716195598#716195606,1
693186798#693186800,1
700543696#700543699,1
732665265#732665270,1
722221578#722221579,1
636348274#636348276,1
733816437#733816438,1
733278705#733278707,1
722617344#722617346,1
710604949#710604953,1
655377386#672818837,1
731716801#731716808,1
712749402#712749403,1
730429991#730429999,1
668295255#668295256,1
723713781#723713782,1
654954901#654954906,0
726160731#726160738,0
546776832#546776834,1
732266535#732266539,1
687925800#687925808,1
706292727#706292732,1
707214541#707214542,1
725757305#725757306,1
731355979#731355981,1
687429245#687429250,1
707284456#707284460,1
705747484#705747489,1
725026130#725026134,0
683788516#683788519,1
734192750#734192754,1
709150273#709150276,0
621758827#621758828,1
696220244#696220254,1
720876484#720876494,1
727973038#727973041,1
684903738#684903739,1
726662711#726662716,1
723785298#723785304,1
728671395#728671401,0
723880071#723880076,1
704159586#704159588,1
731224525#731224526,1
729647762#729647764,1
727453585#727453596,1
661929674#661929679,1
730274065#730274066,0
732850194#732850199,1
686475351#686475353,1
728141828#728141836,1
729615408#729615410,1
729808104#729808105,1
687662368#687662375,1
703632127#703632128,1
728451648#728451651,1
720914474#720914475,1
714444707#714444708,1
731877355#731877356,1
727923168#727923180,1
717250936#717250940,1
683731656#683731659,1
734371414#734371418,1
725565489#725565490,1
729324184#729324189,1
725615844#725615846,1
728645479#728645480,1
725205449#725205451,1
734651122#734651125,1
686495444#686495445,1
725677797#725677799,1
708239403#708239404,1
685335494#685335495,1
707366488#707366489,1
727710260#727710262,1
726632892#726632898,0
722051030#722051034,1
730197120#730197121,1
727643236#727643237,0
732094928#732094930,1
628654386#628654389,1
732808833#732808841,1
732099098#732099105,1
730653786#730653789,1
717365388#717365389,1
684828606#684828607,1
655718025#655718026,1
726947937#726947939,0
666794682#666794705,1
714153076#714153082,1
516562723#516562724,1
709004974#709004976,1
722906037#722906039,1
712393404#712393405,1
681131725#681131732,1
668992802#668992804,0
505524283#505524284,1
722550844#722550845,1
686397836#686397840,1
732581749#732581752,1
696588536#696588540,1
676032551#676032552,1
722511442#722511444,1
726083375#726083376,1
713494348#713494352,0
712822858#712822861,1
732201316#732201317,1
685105055#685105059,1
728402142#728402145,1
732228693#732228695,1
492554984#492554986,1
726956792#726956796,1
712415673#712415679,1
691786131#691786132,1
515513526#515513530,1
730263152#730263170,0
696101975#696101982,1
728587379#728587382,1
705767120#705767127,1
702580750#702580755,1
715700452#715700453,1
726923481#726923485,1
680681815#680681817,1
717389442#717389444,1
725296200#725296204,1
720038865#720038868,1
732689002#732689008,1
725957822#725957828,1
642506525#642506535,1
732127242#732127243,1
730208282#730208284,1
721119075#721119081,1
709483650#709483655,1
730586515#730586520,1
731236345#731236346,1
733585183#733585185,1
729505398#729505401,1
734435691#734435697,1
707061002#707061003,1
689195176#689195178,1
667993331#667993335,1
719754871#719754874,1
692041952#692041954,1
651341677#651341683,1
733953326#733953329,1
708611415#708611416,1
720301000#720301001,1
733564257#733564262,1
733637424#733637426,1
708573774#708573778,1
626835253#626835255,1
708145314#708145315,1
631695685#631695686,1
721991497#721991498,1
706350860#706350868,1
733199756#733199760,1
708306168#708306173,1
733454453#733454459,1
713937925#713937926,1
702862915#702862918,1
727379100#727379104,1
710851304#710851309,1
723074257#723074258,1
723605250#723605251,1
708917844#708917846,1
731203822#731203825,1
725515887#725515888,1
730343703#730343713,1
732115887#732115894,1
726684019#726684022,1
734221325#734221333,1
724987442#724987446,1
659332086#659332089,1
704433421#704433423,1
728119556#728119558,1
701528685#701528689,1
727221824#727221826,1
691120459#691120462,1
725092888#725092889,0
661466134#661466138,1
718194938#718194939,1
710024276#710024279,1
715306222#715306223,1
715484501#715484509,1
695277617#695277632,1
715007781#715007782,0
723877442#723877445,1
730000750#730000752,1
711596980#711596981,1
714749351#714749363,1
684808825#684808831,1
726830170#726830172,1
730350256#730350257,0
726015272#726015276,1
727149709#727149712,1
625522702#625522709,1
707284576#707284577,1
561275775#561275777,1
726405234#726405235,1
730378721#730378726,1
722855595#722855599,1
719759970#719759974,1
731421806#731421810,1
731168596#731168611,1
689293412#689293418,1
706799975#706799978,0
728722343#728722346,1
727416662#727416665,1
702990942#702990944,0
617875209#617875214,1
679334464#679334465,1
728939849#728939851,1
731904269#731904273,1
717893447#717893452,1
723286461#723286463,1
715190574#715190577,1
695669496#695669501,1
733950236#733950240,1
709147662#709147663,1
702433501#702433505,0
705126213#705126217,1
717014164#717014165,0
727348434#727348437,1
726051410#726051416,1
732454149#732454150,1
717956809#717956813,1
731880155#731880159,1
634832430#634832432,1
705070346#705070350,1
720216721#720216726,1
718043899#718043901,1
729112325#729112326,1
692966648#692966649,1
729599082#729599084,1
722693529#722693530,1
715778446#715778451,1
720007244#720007245,1
727107483#727107484,1
725942826#725942829,1
731370785#731370792,1
723875945#723875946,1
711718762#711718771,1
731337072#731337073,0
730597197#730597200,1
653463197#653463199,1
721766196#721766210,1
680673026#680673034,0
723642412#723642422,1
716765741#716765745,1
615234496#615234501,1
731605680#731605683,1
732256239#732256241,1
727379549#727379553,1
720140062#720140073,1
710596127#710596142,1
729422755#729422768,1
712821534#712821536,1
722018234#722018236,0
535045506#535045507,1
717154027#717154031,1
720727609#720727611,1
718067960#718067962,1
733325735#733325744,1
577841529#577841531,1
716175426#716175427,1
733486948#733486949,1
723606024#723606030,0
727169039#727169040,1
662616997#662616999,1
713336097#713336099,1
641100530#641100533,1
727530737#727530743,1
662959129#662959131,1
727183151#727183154,1
730651443#730651444,1
723173301#723173312,1
727020769#727020772,1
734177254#734177255,1
733929016#733929017,1
727204860#727204865,1
710417131#710417137,1
733848245#733848246,1
720618287#720618291,1
711943072#711943076,1
716897799#716897802,1
699448226#699448234,1
720923346#720923354,1
723640904#723640905,1
708388892#708388893,1
730319259#730386390,1
691870717#691870718,1
688253670#688253672,1
728028520#728028521,1
674180787#674180789,1
726462949#726462958,1
726444528#726444532,1
709916226#709916230,1
704260290#704260292,1
725046997#725047002,1
665996943#665996945,1
728997152#728997155,1
698918419#698918421,1
727472523#727472525,1
685422875#685422897,1
726809856#726809859,1
732510656#732510660,1
668792811#668792817,1
725617691#725617697,1
723381243#723381247,1
733379759#733379768,1
715598615#715598617,1
728159965#728159973,1
492551277#492551280,1
463335238#463335239,1
716713187#716713188,1
670842795#670842796,1
722237255#722237257,1
729191034#729191036,1
665591618#665591632,0
709272775#709272779,1
727264317#727264318,1
733023281#733023287,1
640733982#640733984,1
729526832#729526837,1
707333844#707333847,1
727015850#727015855,1
709575703#709575714,1
707050167#707050168,1
631088435#631088439,1
707359398#707359404,1
657880170#657880171,0
564726211#564726217,1
718270147#718270150,1
673671070#673671071,1
727567129#727786549,1
720188079#720188081,0
715589513#715589517,1
730459180#730459182,1
729549670#729549674,1
730771523#730771525,1
721443322#721443324,1
706408455#706408459,1
725754918#725754922,1
670025102#670025107,1
720282035#720282038,1
692606903#692606906,1
663974064#663974065,1
721361447#721361449,1
729609462#729609467,1
733719766#733719771,1
697114261#697114269,1
722694377#722694382,1
557423886#557423888,1
728633173#728633174,1
660004088#660004095,1
717617824#717617825,1
732215455#732215459,1
733350236#733350238,1
723345574#723345575,1
727155440#727155447,1
728017871#728017874,1
344766759#344766781,1
710524493#710524500,1
733226574#733226583,1
728328416#728328420,1
726186608#726186610,1
731342504#731342505,1
722563037#722563042,1
733564274#733564277,0
731910160#731910169,1
730378248#730378249,1
716439647#716439650,1
734390423#734390427,1
728624911#728624913,1
729168920#729168926,1
721866296#721866298,1
687304932#687304936,1
727732380#727732382,1
720785862#720785865,1
691786167#691786168,1
734074092#734074093,1
729934031#729934035,1
729575693#729575702,0
705308985#705308988,1
678956189#678956192,1
620389008#620389010,1
727854051#727854052,1
730868774#730868785,1
732694770#732694772,1
721981026#721981027,1
722622573#722622577,0
707017590#707017591,1
730711982#730711991,1
708028994#708029003,1
734496446#734496453,1
679842818#679842820,1
719351352#719351356,1
725478848#725478860,1
725575936#725575938,1
686395813#686395821,1
721098253#721098255,1
725146624#725146626,1
726364257#726364264,1
723882188#723882190,1
686535453#686535454,1
722263072#722263078,1
695736707#695736709,1
561196401#561196402,1
732839204#732839212,0
734648665#734648670,1
680456449#680456450,1
673875012#673875014,1
344765625#344765626,1
727994008#727994011,1
715957776#715957777,1
707326796#707326799,1
731092012#731092013,0
642083387#642083389,1
725668362#725668363,1
729591982#729591985,1
692013248#692013250,1
733014521#733014523,1
732389943#732389945,1
667104009#667104011,1
725158159#725158161,1
688085410#688085412,1
713809630#713809635,1
675697239#675697240,1
684828816#684828822,1
707758847#707758850,1
731094830#731094835,1
733242706#733242708,1
698835900#698835901,1
625012212#678397023,1
732258621#732258625,1
723641014#723641015,1
723304431#723304435,1
721093225#721093226,1
697725434#697725438,1
725745701#725745702,1
699555376#699555380,1
730415133#730415135,1
708289702#708289705,1
690113807#690113808,1
696578780#696578782,1
731518700#731518708,1
727109578#727109588,1
720965750#720965751,1
723229917#723229924,1
728526085#728526087,1
721992490#721992494,0
723162913#723162915,1
687445587#687445595,1
728627638#728627643,1
714004115#714004118,1
723791801#723791809,1
731803013#731803028,1
714650682#714650703,1
731715444#731715452,1
733545032#733545047,1
704709162#704709163,1
603155142#603155143,1
663156909#663156911,1
720639102#720639104,1
421346026#421346032,1
730501931#730501936,1
726707560#726707562,1
693888206#693888207,0
725598676#725598679,1
676972876#676972877,1
705532739#705532751,1
655469796#655469803,1
730349370#730349374,1
726079875#726079879,1
733269147#733269148,1
732014321#732014330,1
733800681#733800685,1
728104591#728104592,1
670624768#670624769,1
715248720#715248721,1
723326875#723326876,1
732740502#732740503,1
706092188#706092190,1
734324580#734324581,1
705948705#705948711,1
728652997#728652998,1
729716409#729716410,1
704259018#704259020,1
727011765#727011771,1
727028440#727028442,1
689399944#689399948,1
734534162#734534164,1
722995396#722995398,1
661454997#661454999,1
702995215#702995216,1
722323089#722323091,1
714849934#714849936,1
661821109#661821112,1
717828403#717828404,1
732332302#732332305,1
723433641#723433647,1
652567130#652567132,1
726265724#726265731,1
681170923#681170925,1
586870621#586870625,1
708825369#708825371,1
731587245#731587254,1
727538131#727538132,1
715058385#715058388,1
727896460#727896461,1
668006196#668006197,1
728107330#728107332,1
723008927#723008928,1
731352126#731352138,1
727682233#727682236,1
687440345#687440353,1
539363642#539363646,1
716762652#716762657,1
725821395#725821402,1
709338607#709338608,0
733678639#733678640,1
732096128#732096132,1
683052609#683052611,1
725675480#725675485,1
631262020#631262021,1
731652600#731652601,1
704777408#704777410,1
561151929#561151930,1
729619950#729619951,1
732308224#732308231,0
699691422#699691429,1
726464313#726464320,1
733837127#733837138,1
589377666#589377667,1
669226145#669226151,1
695768774#695768775,1
732097323#732097329,1
702925297#702925299,1
641086908#641086909,1
696158941#696158944,1
700443883#700443886,1
722632203#722632204,1
721769705#721769707,1
721069313#721069314,1
716042862#716042867,1
693212587#693212589,1
721650567#721650569,1
726024458#726024460,1
671194961#671194962,1
703663811#703663817,1
719012371#719012373,1
651619790#651619791,1
721914321#721914324,1
705598356#705598360,1
723757369#723757371,1
683820256#683820260,1
687664096#687664098,1
709296161#709296175,1
649338841#649338842,1
727235090#727235093,1
561189110#561189114,1
699898801#699898802,1
730634486#730634490,1
723442659#723442660,1
701103004#701103005,1
638559286#638559287,0
723265821#723265822,1
725847212#725847215,1
537539844#537539845,1
715424937#715424939,1
731102202#731102206,1
676979344#676979346,1
713332054#713332056,1
720871777#720871783,1
733214169#733214170,1
709512788#709512789,1
720048404#720048406,1
726456249#726456250,1
684058597#684058605,1
710288080#710288094,1
726097890#726097901,1
719267960#719267980,1
725325747#725325751,1
729065126#729065133,1
728441675#728441677,1
707329271#707329272,1
719148499#719148501,0
713131424#713131425,1
662398276#662398281,1
403524348#403524361,1
707340112#707340120,1
729381292#729381293,1
728977104#728977105,1
734718350#734718353,1
688198952#688198953,1
692052525#692052526,1
716183253#716183254,1
722021703#722021705,1
691440394#691440398,1
728914554#728914561,1
654144915#654144920,1
730484264#730484268,1
726724210#726724213,1
726774381#726774385,1
731397762#731397765,1
729934607#729934611,1
730315510#730315513,1
715658688#715658693,1
731781602#731781605,1
650739369#650739372,1
703498793#703498794,1
730844132#730844134,1
730491059#730491067,1
710820681#710820685,1
561156275#561156279,1
723200009#723200011,0
715305665#715305668,1
720959083#720959086,1
719228899#719228901,1
727805262#727805272,1
722109965#722109967,1
729875914#729875923,1
731595768#731595774,1
675586991#675586992,1
725133180#725133181,1
656928725#656928738,1
672399253#672399257,1
728988629#728988640,1
716849649#716849651,1
730974880#730974882,0
707229915#707229917,1
732255090#732255095,1
719355961#719355970,1
725595022#725595024,1
730318508#730318509,1
731203429#731203430,1
725866758#725866761,1
728964735#728964744,1
712781738#712781741,1
734486326#734486333,1
702298531#702298533,1
707215925#707215928,1
727829370#727829372,1
728403288#728403289,1
707306734#707306735,1
725586788#725586791,1
699830832#699830834,1
702670987#702670990,1
668331555#668331556,1
733437832#733437836,1
727930856#727930861,1
715165436#715165439,1
723202991#723202992,1
717841368#717841375,1
731022583#731022587,1
722976137#722976138,1
722230100#722230105,1
717827586#717827588,1
647823810#647823812,1
733326306#733326307,1
722499549#722499553,1
721016663#721016668,1
723871219#723871220,1
720863687#720863688,1
722182403#722182407,1
728679971#728679972,1
715836515#715836518,1
733779698#733779700,0
708004183#708004184,1
707307554#707307556,1
659321614#659321619,1
728086859#728086862,1
606692980#606692982,1
726442743#726442744,1
726675547#726675550,1
698534246#698534255,1
725313736#725313737,1
670167836#670167851,1
694555385#694555393,1
692688701#692688702,1
696524105#696524107,1
722593879#722593880,1
681867674#681867679,1
733148539#733148543,1
697112071#697112073,1
714823094#714823095,1
713482199#713482202,1
730650552#730650554,1
727485472#727485475,1
731111603#731111604,1
692115414#692115417,1
719354722#719354726,1
723205478#723205479,1
712688269#712688273,1
720303583#720303585,1
722182001#723393264,1
725805626#725805627,1
691649148#691649149,1
730796021#730796024,0
689700692#689700694,1
719584794#719584801,1
702348440#702348446,1
646163032#646163033,1
713370775#713370777,0
734679728#734679733,1
697489989#697489992,1
722213106#722213109,1
612593358#612593359,1
631511428#631511429,1
729133766#729133767,0
653952249#653952252,1
707024337#707024339,1
733932983#733932984,1
727237923#727237926,1
729124897#729124900,1
636360879#636360880,1
732316156#732316160,1
729868167#729868178,1
734139150#734139152,1
717942019#717942021,1
705131281#705131285,1
707297687#707297695,1
730988624#730988627,0
692489691#692489692,1
679198211#679198213,1
679651779#679651780,1
714670194#714670200,1
689379096#689379097,1
703468962#703468974,1
722180949#722180950,1
728849631#728849636,0
734172738#734172739,0
726675195#726675197,1
734242275#734242279,1
717605280#717605281,1
717674924#717674925,1
617577761#617577762,1
729274214#729274216,1
728672384#728672386,1
696271821#696271822,1
678719883#678719884,1
721837155#721837163,1
722456728#722456735,1
723297030#723297032,1
695282210#695282211,1
716144872#716144873,1
718190362#718190363,1
717499546#717499551,1
389093599#389093602,1
731775415#731775417,1
689216246#689216249,1
721677116#721677118,1
702680942#702680946,1
723870197#723870204,1
715326080#715326084,0
726245914#726245918,0
730543154#730543159,1
723762194#723762195,1
728112223#728112224,1
647308353#647308354,1
733141230#733141233,1
729836763#729836770,1
728560075#728560077,1
726716869#726716872,1
728472783#728472784,1
734343523#734343524,1
732522187#732522189,1
728400769#728400772,1
732890579#732890580,1
675657714#675657722,1
463340678#463340680,1
692918788#692918789,1
696556971#696556972,1
734750446#734750450,1
726215987#726215988,1
717897158#717897159,1
722603441#723815518,1
694429610#732158971,1
710852255#710852256,1
731166930#731166932,1
716004640#716004644,1
683892827#683892828,1
723345548#723345552,1
732109608#732109611,1
733418935#733418936,1
724993864#724993866,1
706962886#706962890,1
691468591#691468599,1
648857585#648857588,1
715794064#715794065,1
658479119#658479120,1
640587277#640587278,1
722337114#722337117,1
719407783#719407784,1
733418706#733418707,1
684770095#684770096,1
717356218#717356222,1
706058686#706058689,1
711868988#711868990,1
729772523#729772526,1
676314359#676314362,1
720687041#720687042,1
733974059#733974065,1
661691939#661691945,1
725200646#725200649,1
